태양광명,호기,년월일,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
경상대,1,2019-12-20,0,0,0,0,0,0,0,4.32,98.64,267.84,421.2,505.44,512.64,455.04,298.8,134.64,36,0,0,0,0,0,0,0
경상대,1,2019-12-21,0,0,0,0,0,0,0,0.72,37.44,136.08,164.16,159.84,171.36,116.64,57.6,71.28,37.44,0,0,0,0,0,0,0
경상대,1,2019-12-22,0,0,0,0,0,0,0,0,21.6,90,190.8,177.84,117.36,114.48,189.36,205.92,62.64,0.72,0,0,0,0,0,0
경상대,1,2019-12-23,0,0,0,0,0,0,0,5.76,38.16,223.92,374.4,467.28,488.88,457.2,284.4,210.96,60.48,0,0,0,0,0,0,0
경상대,1,2019-12-24,0,0,0,0,0,0,0,2.16,79.2,166.32,366.48,434.16,536.4,521.28,428.4,264.96,79.2,0.72,0,0,0,0,0,0
경상대,1,2019-12-25,0,0,0,0,0,0,0,2.88,103.68,278.64,401.76,459.36,450,484.56,410.4,266.4,70.56,0,0,0,0,0,0,0
경상대,1,2019-12-26,0,0,0,0,0,0,0,0.72,9.36,48.96,71.28,77.76,54.72,24.48,13.68,10.8,5.76,0,0,0,0,0,0,0
경상대,1,2019-12-27,0,0,0,0,0,0,0,2.88,118.08,314.64,465.84,558.72,586.8,560.16,479.52,310.32,97.2,0.72,0,0,0,0,0,0
경상대,1,2019-12-28,0,0,0,0,0,0,0,2.88,114.48,300.96,449.28,534.96,561.6,532.8,446.4,286.56,87.84,1.44,0,0,0,0,0,0
경상대,1,2019-12-29,0,0,0,0,0,0,0,0.72,25.2,61.2,79.2,88.56,146.88,136.8,72,33.12,3.6,0,0,0,0,0,0,0
경상대,1,2019-12-30,0,0,0,0,0,0,0,0,12.96,74.16,105.12,130.32,272.16,249.84,194.4,79.2,18,0,0,0,0,0,0,0
경상대,1,2019-12-31,0,0,0,0,0,0,0,2.16,117.36,330.48,498.96,594.72,623.52,594,509.04,342,117.36,2.16,0,0,0,0,0,0
경상대,1,2020-01-01,0,0,0,0,0,0,0,2.88,115.2,306,465.12,547.92,577.44,550.08,465.12,300.96,97.2,2.16,0,0,0,0,0,0
경상대,1,2020-01-02,0,0,0,0,0,0,0,2.16,92.88,267.12,404.64,486.72,514.8,493.2,420.48,272.88,85.68,2.16,0,0,0,0,0,0
경상대,1,2020-01-03,0,0,0,0,0,0,0,2.16,88.56,265.68,408.24,488.88,534.24,513.36,428.4,277.2,92.88,1.44,0,0,0,0,0,0
경상대,1,2020-01-04,0,0,0,0,0,0,0,1.44,80.64,208.8,343.44,498.96,545.76,519.84,438.48,284.4,92.88,2.16,0,0,0,0,0,0
경상대,1,2020-01-05,0,0,0,0,0,0,0,2.16,110.16,305.28,455.76,547.92,573.84,552.24,465.12,235.44,112.32,4.32,0,0,0,0,0,0
경상대,1,2020-01-06,0,0,0,0,0,0,0,0,5.76,51.12,66.96,43.92,56.88,46.8,41.04,20.16,2.88,0,0,0,0,0,0,0
경상대,1,2020-01-07,0,0,0,0,0,0,0,0,0,4.32,12.96,19.44,75.6,103.68,61.92,11.52,0,0,0,0,0,0,0,0
경상대,1,2020-01-08,0,0,0,0,0,0,0,0.72,92.88,315.36,453.6,298.08,300.24,130.32,108.72,109.44,40.32,3.6,0,0,0,0,0,0
경상대,1,2020-01-09,0,0,0,0,0,0,0,2.88,107.28,205.92,442.08,475.92,487.44,459.36,345.6,197.28,72,3.6,0,0,0,0,0,0
경상대,1,2020-01-10,0,0,0,0,0,0,0,2.88,106.56,290.88,298.08,486,560.88,548.64,466.56,325.44,124.56,2.88,0,0,0,0,0,0
경상대,1,2020-01-11,0,0,0,0,0,0,0,2.16,105.84,267.12,429.12,511.92,558,532.8,452.88,305.28,110.88,2.16,0,0,0,0,0,0
경상대,1,2020-01-12,0,0,0,0,0,0,0,3.6,90.72,288.72,457.2,556.56,578.88,572.4,493.2,342.72,131.76,6.48,0,0,0,0,0,0
경상대,1,2020-01-13,0,0,0,0,0,0,0,3.6,122.4,316.08,438.48,517.68,545.76,384.48,293.76,254.16,138.96,6.48,0,0,0,0,0,0
경상대,1,2020-01-14,0,0,0,0,0,0,0,2.16,39.6,91.44,190.8,275.04,284.4,327.6,426.24,262.8,123.84,7.2,0,0,0,0,0,0
경상대,1,2020-01-15,0,0,0,0,0,0,0,2.88,113.04,316.08,473.04,563.04,595.44,578.16,511.92,367.2,133.2,3.6,0,0,0,0,0,0
경상대,1,2020-01-16,0,0,0,0,0,0,0,0,40.32,131.04,270,424.08,561.6,570.24,452.88,331.2,95.76,5.04,0,0,0,0,0,0
경상대,1,2020-01-17,0,0,0,0,0,0,0,1.44,84.96,208.08,276.48,303.12,464.4,522,382.32,312.48,135.36,8.64,0,0,0,0,0,0
경상대,1,2020-01-18,0,0,0,0,0,0,0,0.72,35.28,241.2,403.2,483.12,607.68,588.96,493.2,364.32,154.8,10.8,0,0,0,0,0,0
경상대,1,2020-01-19,0,0,0,0,0,0,0,0,32.4,58.32,134.64,277.2,541.44,520.56,364.32,216,92.16,6.48,0,0,0,0,0,0
경상대,1,2020-01-20,0,0,0,0,0,0,0,2.88,85.68,264.96,413.28,512.64,560.16,545.76,502.56,344.16,146.16,12.24,0,0,0,0,0,0
경상대,1,2020-01-21,0,0,0,0,0,0,0,3.6,124.56,331.92,488.16,581.04,621.36,606.96,538.56,396,179.28,14.4,0,0,0,0,0,0
경상대,1,2020-01-22,0,0,0,0,0,0,0,0,5.76,36,82.08,30.96,38.88,25.2,25.2,9.36,0,0,0,0,0,0,0,0
경상대,1,2020-01-23,0,0,0,0,0,0,0,0,5.76,38.16,74.88,141.84,169.92,166.32,169.2,91.44,40.32,5.04,0,0,0,0,0,0
경상대,1,2020-01-24,0,0,0,0,0,0,0,0.72,40.32,168.48,450,550.8,537.84,551.52,339.12,252,102.24,7.2,0,0,0,0,0,0
경상대,1,2020-01-25,0,0,0,0,0,0,0,2.16,58.32,77.04,141.84,182.88,234.72,182.88,126,70.56,22.32,0.72,0,0,0,0,0,0
경상대,1,2020-01-26,0,0,0,0,0,0,0,2.88,68.4,213.84,377.28,278.64,234,293.04,171.36,65.52,34.56,3.6,0,0,0,0,0,0
경상대,1,2020-01-27,0,0,0,0,0,0,0,0,0,7.92,20.88,33.84,41.76,30.96,36,24.48,7.92,0,0,0,0,0,0,0
경상대,1,2020-01-28,0,0,0,0,0,0,0,0.72,38.16,103.68,147.6,269.28,206.64,177.84,133.92,95.04,56.88,3.6,0,0,0,0,0,0
경상대,1,2020-01-29,0,0,0,0,0,0,0,2.16,46.8,126.72,112.32,358.56,344.88,144.72,112.32,112.32,33.84,2.88,0,0,0,0,0,0
경상대,1,2020-01-30,0,0,0,0,0,0,0,0.72,62.64,318.24,486.72,552.24,454.32,263.52,329.04,192.24,102.24,5.76,0,0,0,0,0,0
경상대,1,2020-01-31,0,0,0,0,0,0,0,7.2,73.44,116.64,361.44,544.32,498.96,529.92,209.52,202.32,85.68,25.2,0,0,0,0,0,0
경상대,1,2020-02-01,0,0,0,0,0,0,0,8.64,138.24,325.44,473.76,555.12,591.84,563.04,465.84,304.56,136.8,20.16,0,0,0,0,0,0
경상대,1,2020-02-02,0,0,0,0,0,0,0,6.48,108,286.56,432,534.96,530.64,534.24,477.36,337.68,154.8,21.6,0,0,0,0,0,0
경상대,1,2020-02-03,0,0,0,0,0,0,0,15.12,100.08,274.32,328.32,465.12,577.44,554.4,552.24,419.04,219.6,32.4,0,0,0,0,0,0
경상대,1,2020-02-04,0,0,0,0,0,0,0,10.08,155.52,356.4,515.52,614.88,648,621.36,550.8,428.4,223.2,36,0,0,0,0,0,0
경상대,1,2020-02-05,0,0,0,0,0,0,0,10.08,156.96,380.88,547.92,648.72,684,672.48,605.52,473.04,258.48,42.48,0,0,0,0,0,0
경상대,1,2020-02-06,0,0,0,0,0,0,0,11.52,150.48,369.36,539.28,612,647.28,582.48,425.52,277.92,112.32,18.72,0,0,0,0,0,0
경상대,1,2020-02-07,0,0,0,0,0,0,0,3.6,110.88,346.32,461.52,510.48,501.12,440.64,410.4,343.44,127.44,24.48,0,0,0,0,0,0
경상대,1,2020-02-08,0,0,0,0,0,0,0,10.8,136.8,334.08,491.76,578.16,630.72,650.16,579.6,444.24,242.64,43.92,0,0,0,0,0,0
경상대,1,2020-02-09,0,0,0,0,0,0,0,10.8,149.76,362.88,520.56,615.6,656.64,643.68,578.16,450.72,254.88,47.52,0,0,0,0,0,0
경상대,1,2020-02-10,0,0,0,0,0,0,0,10.08,111.6,288,442.08,542.16,584.64,576,479.52,371.52,223.2,44.64,0,0,0,0,0,0
경상대,1,2020-02-11,0,0,0,0,0,0,0,16.56,155.52,365.04,460.8,505.44,440.64,396.72,409.68,329.76,125.28,14.4,0,0,0,0,0,0
경상대,1,2020-02-12,0,0,0,0,0,0,0,0,1.44,2.88,20.88,54,90.72,95.76,86.4,59.04,55.44,2.16,0,0,0,0,0,0
경상대,1,2020-02-13,0,0,0,0,0,0,0,8.64,76.32,206.64,501.12,498.96,652.32,623.52,466.56,365.76,266.4,57.6,0,0,0,0,0,0
경상대,1,2020-02-14,0,0,0,0,0,0,0,3.6,146.88,344.16,497.52,584.64,622.8,616.32,552.96,423.36,236.16,47.52,0,0,0,0,0,0
경상대,1,2020-02-15,0,0,0,0,0,0,0,7.92,102.96,322.56,467.28,557.28,591.84,512.64,154.8,61.92,69.84,1.44,0,0,0,0,0,0
경상대,1,2020-02-16,0,0,0,0,0,0,0,2.16,46.8,127.44,148.32,221.04,338.4,241.2,191.52,92.16,123.12,68.4,0,0,0,0,0,0
경상대,1,2020-02-17,0,0,0,0,0,0,0,10.8,140.4,410.4,534.96,563.76,540,475.2,259.2,130.32,134.64,44.64,0,0,0,0,0,0
경상대,1,2020-02-18,0,0,0,0,0,0,0,23.76,195.84,414.72,566.64,653.04,693.36,689.76,632.16,510.48,315.36,78.48,0,0,0,0,0,0
경상대,1,2020-02-19,0,0,0,0,0,0,0,30.96,167.76,388.8,411.84,607.68,622.08,648.72,585.36,477.36,275.76,60.48,0,0,0,0,0,0
경상대,1,2020-02-20,0,0,0,0,0,0,0,20.88,179.28,367.92,514.8,604.08,631.44,626.4,560.16,434.88,258.48,65.52,0,0,0,0,0,0
경상대,1,2020-02-21,0,0,0,0,0,0,0,25.2,171.36,349.2,484.56,550.8,588.24,595.44,563.04,473.76,194.4,0,0,0,0,0,0,0
경상대,1,2020-02-22,0,0,0,0,0,0,0,24.48,172.8,351.36,495.36,594,650.16,656.64,594.72,471.6,285.12,73.44,0.72,0,0,0,0,0
경상대,1,2020-02-23,0,0,0,0,0,0,0,31.68,205.92,409.68,560.88,646.56,689.76,676.8,617.76,495.36,308.88,85.68,0.72,0,0,0,0,0
경상대,1,2020-02-24,0,0,0,0,0,0,0,33.84,198.72,396,524.16,612,612,570.24,498.96,342,163.44,28.8,0,0,0,0,0,0
경상대,1,2020-02-25,0,0,0,0,0,0,0,0,0,6.48,18,29.52,15.12,18.72,41.04,36.72,5.04,0,0,0,0,0,0,0
경상대,1,2020-02-26,0,0,0,0,0,0,0,10.08,79.92,154.08,189.36,434.16,461.52,493.2,537.12,421.2,277.2,67.68,0.72,0,0,0,0,0
경상대,1,2020-02-27,0,0,0,0,0,0,0,12.24,76.32,372.96,398.88,464.4,306,360.72,352.08,101.52,82.08,41.04,0.72,0,0,0,0,0
경상대,1,2020-02-28,0,0,0,0,0,0,0,11.52,19.44,48.24,102.24,80.64,64.08,84.96,74.16,50.4,19.44,6.48,0,0,0,0,0,0
경상대,1,2020-02-29,0,0,0,0,0,0,0,20.88,100.8,260.64,216,259.92,219.6,246.96,215.28,189.36,152.64,97.2,1.44,0,0,0,0,0
경상대,1,2020-03-01,0,0,0,0,0,0,0,18.72,109.44,302.4,506.88,497.52,502.56,441.36,166.32,112.32,97.2,18,0,0,0,0,0,0
경상대,1,2020-03-02,0,0,0,0,0,0,0,30.24,176.4,396,569.52,699.12,700.56,686.16,617.76,493.92,308.88,79.92,2.16,0,0,0,0,0
경상대,1,2020-03-03,0,0,0,0,0,0,0,23.76,111.6,252,355.68,349.2,424.8,321.12,193.68,288,277.2,66.24,1.44,0,0,0,0,0
경상대,1,2020-03-04,0,0,0,0,0,0,0,16.56,110.88,313.2,525.6,640.8,663.12,699.84,644.4,529.92,344.88,114.48,2.88,0,0,0,0,0
경상대,1,2020-03-05,0,0,0,0,0,0,0,46.8,226.08,437.04,583.92,662.4,694.08,678.24,626.4,511.92,329.04,110.88,2.88,0,0,0,0,0
경상대,1,2020-03-06,0,0,0,0,0,0,0,61.2,246.24,443.52,584.64,658.08,687.6,655.2,609.12,447.84,324.72,108.72,2.16,0,0,0,0,0
경상대,1,2020-03-07,0,0,0,0,0,0,0,1.44,0.72,41.76,185.76,273.6,398.88,375.12,153.36,97.2,77.76,7.92,0,0,0,0,0,0
경상대,1,2020-03-08,0,0,0,0,0,0,0,24.48,178.56,436.32,573.84,655.2,688.32,679.68,614.16,501.84,329.76,113.76,3.6,0,0,0,0,0
경상대,1,2020-03-09,0,0,0,0,0,0,0,42.48,59.04,168.48,169.2,210.96,311.76,257.76,127.44,46.08,22.32,4.32,0,0,0,0,0,0
경상대,1,2020-03-10,0,0,0,0,0,0,0,5.76,33.12,93.6,123.12,129.6,91.44,110.88,175.68,25.92,53.28,46.8,7.2,0,0,0,0,0
경상대,1,2020-03-11,0,0,0,0,0,0,0.72,75.6,274.32,473.04,623.52,703.44,740.88,732.96,667.44,555.12,372.96,138.24,5.04,0,0,0,0,0
경상대,1,2020-03-12,0,0,0,0,0,0,0.72,76.32,267.12,457.2,592.56,664.56,715.68,708.48,634.32,532.08,350.64,125.28,5.76,0,0,0,0,0
경상대,1,2020-03-13,0,0,0,0,0,0,0.72,44.64,215.28,336.96,561.6,627.12,651.6,599.04,517.68,457.92,261.36,50.4,2.88,0,0,0,0,0
경상대,1,2020-03-14,0,0,0,0,0,0,0,69.84,291.6,497.52,630,707.04,738.72,724.32,663.84,545.04,357.84,138.24,6.48,0,0,0,0,0
경상대,1,2020-03-15,0,0,0,0,0,0,1.44,72.72,267.84,462.24,590.4,568.08,370.8,180.72,604.8,326.16,305.28,79.2,4.32,0,0,0,0,0
경상대,1,2020-03-16,0,0,0,0,0,0,1.44,77.76,281.52,479.52,616.32,693.36,717.12,699.12,636.48,527.04,351.36,140.4,5.76,0,0,0,0,0
경상대,1,2020-03-17,0,0,0,0,0,0,1.44,69.84,253.44,444.24,584.64,663.12,693.36,669.6,548.64,457.92,313.92,122.4,7.2,0,0,0,0,0
경상대,1,2020-03-18,0,0,0,0,0,0,2.16,83.52,275.76,457.92,581.76,662.4,691.92,670.32,610.56,498.96,336.24,136.8,7.92,0,0,0,0,0
경상대,1,2020-03-19,0,0,0,0,0,0,1.44,72,233.28,334.08,447.84,387.36,560.16,681.84,636.48,539.28,378,155.52,8.64,0,0,0,0,0
경상대,1,2020-03-20,0,0,0,0,0,0,2.16,82.8,284.4,474.48,600.48,680.4,697.68,671.04,614.16,506.16,337.68,130.32,9.36,0,0,0,0,0
경상대,1,2020-03-21,0,0,0,0,0,0,2.88,73.44,239.76,411.12,540,618.48,643.68,632.16,573.84,455.76,281.52,101.52,10.08,0,0,0,0,0
경상대,1,2020-03-22,0,0,0,0,0,0,2.16,46.08,156.24,308.16,458.64,614.16,639.36,602.64,552.96,446.4,306.72,123.12,11.52,0,0,0,0,0
경상대,1,2020-03-23,0,0,0,0,0,0,3.6,94.32,288,462.96,577.44,664.56,693.36,669.6,596.88,498.24,348.48,153.36,10.8,0,0,0,0,0
경상대,1,2020-03-24,0,0,0,0,0,0,4.32,86.4,265.68,444.24,565.92,637.2,666.72,652.32,594,489.6,321.12,126.72,9.36,0,0,0,0,0
경상대,1,2020-03-25,0,0,0,0,0,0,5.04,95.04,272.88,445.68,563.76,637.2,665.28,656.64,611.28,504.72,279.36,124.56,12.24,0,0,0,0,0
경상대,1,2020-03-26,0,0,0,0,0,0,0,11.52,54,87.12,87.84,59.04,61.2,33.12,36,20.88,13.68,3.6,0,0,0,0,0,0
경상대,1,2020-03-27,0,0,0,0,0,0,0,5.04,17.28,48.24,104.4,156.96,255.6,475.92,419.04,289.44,119.52,93.6,11.52,0,0,0,0,0
경상대,1,2020-03-28,0,0,0,0,0,0,4.32,68.4,137.52,227.52,259.92,262.08,277.2,221.04,179.28,153.36,113.76,49.68,5.76,0,0,0,0,0
경상대,1,2020-03-29,0,0,0,0,0,0,10.08,123.12,257.76,490.32,617.04,657.36,505.44,625.68,519.84,313.2,48.24,41.76,3.6,0,0,0,0,0
경상대,1,2020-03-30,0,0,0,0,0,0,10.8,102.24,287.28,450.72,527.76,622.08,612.72,600.48,564.48,457.92,341.28,145.44,11.52,0,0,0,0,0
경상대,1,2020-03-31,0,0,0,0,0,0,10.08,113.04,303.84,480.96,595.44,655.92,623.52,577.44,576.72,485.28,282.24,128.16,15.84,0,0,0,0,0
경상대,1,2020-04-01,0,0,0,0,0,0,0.72,10.8,72.72,222.48,243.36,347.04,539.28,611.28,544.32,444.24,278.64,130.32,15.12,0,0,0,0,0
경상대,1,2020-04-02,0,0,0,0,0,0,10.08,113.76,300.24,475.92,594,654.48,668.16,641.52,583.92,462.96,294.48,108,11.52,0,0,0,0,0
경상대,1,2020-04-03,0,0,0,0,0,0,12.24,113.76,298.08,475.92,594,658.08,670.32,663.84,611.28,503.28,342,149.04,16.56,0,0,0,0,0
경상대,1,2020-04-04,0,0,0,0,0,0,12.96,119.52,311.76,479.52,594,663.84,678.96,660.96,607.68,503.28,343.44,161.28,19.44,0,0,0,0,0
경상대,1,2020-04-05,0,0,0,0,0,0,11.52,127.44,339.84,520.56,637.92,702.72,713.52,696.24,639.36,533.52,368.64,167.04,18.72,0,0,0,0,0
경상대,1,2020-04-06,0,0,0,0,0,0,18.72,126,330.48,501.84,614.88,676.08,699.84,676.8,611.28,513.36,254.16,96.48,11.52,0,0,0,0,0
경상대,1,2020-04-07,0,0,0,0,0,0,15.12,120.24,293.76,452.16,563.76,632.88,664.56,640.8,565.2,440.64,271.44,122.4,18.72,0,0,0,0,0
경상대,1,2020-04-08,0,0,0,0,0,0,18,127.44,314.64,490.32,600.48,649.44,671.76,665.28,600.48,480.96,328.32,150.48,23.04,0,0,0,0,0
경상대,1,2020-04-09,0,0,0,0,0,0,19.44,125.28,306.72,465.84,594,659.52,674.64,646.56,586.8,478.08,306.72,106.56,16.56,0,0,0,0,0
경상대,1,2020-04-10,0,0,0,0,0,0,0,14.4,41.04,46.8,72.72,80.64,111.6,257.04,175.68,94.32,58.32,48.96,10.08,0,0,0,0,0
경상대,1,2020-04-11,0,0,0,0,0,0,2.88,78.48,199.44,216,317.52,283.68,239.76,280.08,96.48,160.56,111.6,36,0.72,0,0,0,0,0
경상대,1,2020-04-12,0,0,0,0,0,0,23.76,135.36,219.6,136.8,69.84,154.08,157.68,291.6,269.28,317.52,312.48,90.72,19.44,0,0,0,0,0
경상대,1,2020-04-13,0,0,0,0,0,0,24.48,122.4,288.72,416.88,462.24,577.44,553.68,434.16,630.72,559.44,384.48,177.84,20.88,0,0,0,0,0
경상대,1,2020-04-14,0,0,0,0,0,0,23.76,151.2,345.6,509.04,609.84,666,687.6,664.56,614.16,513.36,355.68,159.84,21.6,0,0,0,0,0
경상대,1,2020-04-15,0,0,0,0,0,0,25.2,128.88,248.4,385.2,355.68,509.76,511.2,632.16,533.52,282.24,208.8,100.8,15.12,0,0,0,0,0
경상대,1,2020-04-16,0,0,0,0,0,0,18,136.08,315.36,478.8,583.2,637.92,658.8,632.16,577.44,488.16,334.08,157.68,24.48,0,0,0,0,0
경상대,1,2020-04-17,0,0,0,0,0,0,0,5.76,25.92,41.04,30.24,36,46.08,87.12,209.52,60.48,29.52,18,1.44,0,0,0,0,0
경상대,1,2020-04-18,0,0,0,0,0,0,26.64,146.88,341.28,506.88,614.88,686.16,704.16,608.4,616.32,509.76,282.24,141.12,20.16,0,0,0,0,0
경상대,1,2020-04-19,0,0,0,0,0,0,34.56,69.12,162,144.72,94.32,99.36,108.72,104.4,54,21.6,24.48,7.2,0.72,0,0,0,0,0
경상대,1,2020-04-20,0,0,0,0,0,0,34.56,115.2,300.96,387.36,509.04,643.68,640.08,547.2,577.44,329.76,170.64,118.8,11.52,0,0,0,0,0
경상대,1,2020-04-21,0,0,0,0,0,0,24.48,144.72,327.6,478.08,624.96,683.28,708.48,696.24,660.96,552.96,380.16,182.16,32.4,0,0,0,0,0
경상대,1,2020-04-22,0,0,0,0,0,0,27.36,136.8,356.4,529.2,659.52,555.12,744.48,734.4,672.48,559.44,304.56,146.16,20.88,0,0,0,0,0
경상대,1,2020-04-23,0,0,0,0,0,0,33.12,160.56,362.16,517.68,660.96,715.68,714.24,687.6,645.84,538.56,371.52,182.16,31.68,0,0,0,0,0
경상대,1,2020-04-24,0,0,0,0,0,0,31.68,164.16,364.32,525.6,630.72,691.2,724.32,714.96,639.36,540,379.44,182.88,30.96,0,0,0,0,0
경상대,1,2020-04-25,0,0,0,0,0,0.72,36,151.2,321.12,484.56,605.52,669.6,691.2,675.36,618.48,499.68,335.52,156.24,29.52,0,0,0,0,0
경상대,1,2020-04-26,0,0,0,0,0,0.72,39.6,164.88,352.08,519.12,632.88,699.84,705.6,679.68,632.16,529.2,355.68,136.8,32.4,0,0,0,0,0
경상대,1,2020-04-27,0,0,0,0,0,0.72,36.72,162,341.28,499.68,572.4,677.52,586.08,390.24,457.92,272.16,176.4,180,38.88,0,0,0,0,0
경상대,1,2020-04-28,0,0,0,0,0,0.72,36,160.56,346.32,503.28,608.4,665.28,673.92,660.96,603.36,504,349.92,169.92,30.96,0,0,0,0,0
경상대,1,2020-04-29,0,0,0,0,0,0,38.16,158.4,338.4,488.16,590.4,640.08,657.36,648,604.08,511.92,345.6,166.32,31.68,0,0,0,0,0
경상대,1,2020-04-30,0,0,0,0,0,0.72,34.56,159.84,344.88,498.24,604.8,663.12,695.52,678.96,616.32,515.52,357.84,172.8,31.68,0,0,0,0,0
경상대,1,2020-05-01,0,0,0,0,0,0.72,36.72,146.88,313.2,468.72,571.68,640.8,658.8,636.48,580.32,475.2,316.8,149.76,30.96,0,0,0,0,0
경상대,1,2020-05-02,0,0,0,0,0,0.72,46.08,158.4,251.28,405.36,459.36,578.88,388.08,264.96,192.24,138.24,50.4,43.92,11.52,0,0,0,0,0
경상대,1,2020-05-03,0,0,0,0,0,0,10.08,38.16,47.52,19.44,15.84,124.56,115.92,160.56,66.24,84.96,39.6,16.56,0,0,0,0,0,0
경상대,1,2020-05-04,0,0,0,0,0,1.44,45.36,99.36,303.84,468,543.6,603.36,601.92,573.12,501.12,305.28,308.16,145.44,30.24,0,0,0,0,0
경상대,1,2020-05-05,0,0,0,0,0,0,21.6,55.44,131.76,186.48,166.32,92.88,131.04,128.88,376.56,185.76,150.48,78.48,30.96,0,0,0,0,0
경상대,1,2020-05-06,0,0,0,0,0,1.44,43.2,158.4,345.6,495.36,583.92,645.84,665.28,638.64,576.72,478.08,331.92,162.72,37.44,0.72,0,0,0,0
경상대,1,2020-05-07,0,0,0,0,0,1.44,35.28,167.04,357.12,514.08,608.4,650.16,592.56,629.28,607.68,498.24,297.36,195.84,37.44,0.72,0,0,0,0
경상대,1,2020-05-08,0,0,0,0,0,1.44,36,170.64,362.16,498.24,501.12,420.48,359.28,259.92,411.12,350.64,191.52,90.72,23.76,0,0,0,0,0
경상대,1,2020-05-09,0,0,0,0,0,0,2.16,8.64,32.4,63.36,64.8,72.72,85.68,73.44,64.8,59.76,69.84,20.16,9.36,0,0,0,0,0
경상대,1,2020-05-10,0,0,0,0,0,0.72,20.88,105.12,248.4,331.2,467.28,442.8,556.56,574.56,376.56,270.72,366.48,187.2,38.16,0.72,0,0,0,0
경상대,1,2020-05-11,0,0,0,0,0,2.16,46.08,176.4,357.12,500.4,588.96,632.88,648,631.44,577.44,476.64,341.28,172.8,33.12,0,0,0,0,0
경상대,1,2020-05-12,0,0,0,0,0,2.16,42.48,172.08,350.64,496.08,595.44,653.76,665.28,644.4,567.36,454.32,313.92,163.44,43.2,0.72,0,0,0,0
경상대,1,2020-05-13,0,0,0,0,0,2.88,39.6,176.4,367.92,516.96,611.28,660.24,674.64,648.72,603.36,503.28,364.32,185.76,40.32,0.72,0,0,0,0
경상대,1,2020-05-14,0,0,0,0,0,7.2,61.92,165.6,221.04,379.44,434.88,441.36,462.96,526.32,479.52,406.08,306.72,150.48,39.6,1.44,0,0,0,0
경상대,1,2020-05-15,0,0,0,0,0,0,0,17.28,33.12,46.08,67.68,95.04,60.48,36,47.52,29.52,29.52,4.32,0,0,0,0,0,0
경상대,1,2020-05-16,0,0,0,0,0,1.44,17.28,72,125.28,230.4,360.72,463.68,568.8,498.24,450.72,434.88,263.52,132.48,67.68,1.44,0,0,0,0
경상대,1,2020-05-17,0,0,0,0,0,0,5.76,41.04,100.8,172.8,492.48,630.72,535.68,615.6,557.28,466.56,268.56,172.8,69.12,2.16,0,0,0,0
경상대,1,2020-05-18,0,0,0,0,0,5.04,64.8,82.8,39.6,77.04,78.48,125.28,161.28,156.96,79.92,77.76,28.8,28.8,1.44,0,0,0,0,0
경상대,1,2020-05-19,0,0,0,0,0,2.16,46.08,148.32,325.44,380.16,91.44,112.32,402.48,470.16,231.12,277.2,360.72,162,41.76,0.72,0,0,0,0
경상대,1,2020-05-20,0,0,0,0,0,3.6,46.8,178.56,360,477.36,578.88,564.48,546.48,585.36,223.2,178.56,61.92,23.76,2.88,0,0,0,0,0
경상대,1,2020-05-21,0,0,0,0,0,0.72,22.32,71.28,154.8,189.36,193.68,368.64,401.04,587.52,324,491.04,349.92,188.64,55.44,2.16,0,0,0,0
경상대,1,2020-05-22,0,0,0,0,0,6.48,69.84,160.56,288,399.6,471.6,457.92,550.8,633.6,580.32,490.32,347.76,182.16,47.52,1.44,0,0,0,0
경상대,1,2020-05-23,0,0,0,0,0,4.32,56.16,180,347.76,491.04,583.2,632.88,644.4,627.12,582.48,440.64,321.12,188.64,49.68,2.16,0,0,0,0
경상대,1,2020-05-24,0,0,0,0,0,5.04,37.44,148.32,313.2,470.88,545.76,573.12,451.44,306.72,236.16,128.16,141.84,129.6,43.92,1.44,0,0,0,0
경상대,1,2020-05-25,0,0,0,0,0,4.32,66.96,123.12,206.64,329.76,320.4,468,360,310.32,491.04,335.52,162.72,113.76,53.28,2.16,0,0,0,0
경상대,1,2020-05-26,0,0,0,0,0,2.16,42.48,64.8,132.48,137.52,180,181.44,429.84,568.8,578.16,469.44,306.72,150.48,75.6,3.6,0,0,0,0
경상대,1,2020-05-27,0,0,0,0,0,7.92,62.64,169.92,311.76,413.28,565.92,639.36,663.12,628.56,576,466.56,354.96,141.84,59.04,2.16,0,0,0,0
경상대,1,2020-05-28,0,0,0,0,0,5.76,52.56,175.68,338.4,466.56,549.36,612,634.32,627.84,580.32,491.76,349.2,185.76,50.4,2.16,0,0,0,0
경상대,1,2020-05-29,0,0,0,0,0,5.04,50.4,174.24,348.48,485.28,564.48,573.12,643.68,612,398.88,370.8,265.68,153.36,34.56,1.44,0,0,0,0
경상대,1,2020-05-30,0,0,0,0,0,5.04,56.88,146.88,241.92,324,356.4,371.52,360.72,398.16,390.96,251.28,286.56,92.88,30.24,0.72,0,0,0,0
경상대,1,2020-05-31,0,0,0,0,0,0,24.48,95.76,168.48,205.2,417.6,450.72,507.6,565.92,391.68,318.24,217.44,108.72,28.08,0,0,0,0,0
경상대,1,2020-06-01,0,0,0,0,0,3.6,64.8,175.68,287.28,413.28,452.16,527.76,511.2,448.56,466.56,503.28,365.04,197.28,54.72,3.6,0,0,0,0
